countryID,name,surname,passport,domain,email,phone_number,born_date,sex,salary,index,years_working,grade
28,Paquito,Ferens,540-71-3415,yahoo.com,paquito.ferens@yahoo.com,+1 196 624 7394,1987-10-27,M,21541,0.41,7,5.6
101,Evonne,Crampsy,862-77-9051,flickr.com,evonne.crampsy@flickr.com,+33 955 573 1000,1978-01-28,F,38063,0.02,1,6.01
115,Burgess,Moulin,228-19-2544,phoca.cz,burgess.moulin@phoca.cz,+386 418 903 1454,1966-07-16,M,31437,0.54,21,7.71
219,Britni,Coaker,186-77-9294,epa.gov,britni.coaker@epa.gov,+380 134 528 7927,1972-06-01,F,18854,0.59,19,8.09
67,Munroe,Warren,318-95-0727,sbwire.com,munroe.warren@sbwire.com,+386 793 436 2713,2004-04-24,M,25733,0.78,1,5.76
204,Colette,Cluney,595-32-4429,tamu.edu,colette.cluney@tamu.edu,+7 253 870 2320,1945-01-22,F,36224,0.73,44,7.51
120,Desdemona,Siddaley,700-22-5388,pbs.org,desdemona.siddaley@pbs.org,+86 365 188 3564,1951-03-28,F,35887,0.3,16,5.93
108,Hilly,Kornalik,376-29-6651,issuu.com,hilly.kornalik@issuu.com,+381 184 243 0341,1986-11-09,M,26823,0.05,1,5.11
93,Nat,Augie,229-91-4602,networkadvertising.org,nat.augie@networkadvertising.org,+7 472 857 5677,1985-03-27,M,1512,0.86,17,5.09
135,Auroora,Elsbury,229-79-1850,drupal.org,auroora.elsbury@drupal.org,+86 871 738 0407,1956-11-20,F,22265,0.06,3,8.18
81,Clement,Kyles,181-75-1639,dmoz.org,clement.kyles@dmoz.org,+62 643 754 3998,1948-05-01,M,14355,0.85,48,6.76
181,Morie,Plain,661-06-9388,dmoz.org,morie.plain@dmoz.org,+63 162 284 2954,1996-11-02,M,30460,0.26,2,9.17
150,Samantha,Stable,423-97-8504,fotki.com,samantha.stable@fotki.com,+420 182 349 3473,1973-06-29,F,8493,0.95,30,7.85
117,Thurston,Goude,579-42-0405,accuweather.com,thurston.goude@accuweather.com,+62 336 404 7619,1993-07-15,M,28595,0.71,9,5.03
17,Regan,Pearsey,558-10-0084,wikimedia.org,regan.pearsey@wikimedia.org,+46 183 774 4920,2003-09-11,M,48068,0.95,2,5.99
16,Rosita,Jochanany,393-57-9479,go.com,rosita.jochanany@go.com,+63 522 945 1872,1961-08-08,F,42445,0.28,12,7.04
21,Biddie,Gregoire,597-08-9073,youku.com,biddie.gregoire@youku.com,+216 442 322 7295,1986-05-17,F,47798,0.15,3,9.39
100,Desmond,Hancock,646-53-7973,fastcompany.com,desmond.hancock@fastcompany.com,+966 140 168 3877,1991-07-04,M,48354,0.67,9,6.3
29,Terrence,Abramzon,220-02-1827,mlb.com,terrence.abramzon@mlb.com,+63 246 325 1735,1991-03-06,M,43077,0.67,9,5.71
233,Rogers,Knowlys,790-91-6490,buzzfeed.com,rogers.knowlys@buzzfeed.com,+55 734 444 3059,1978-05-01,M,32000,0.26,7,6.91
